month,year,species,lat_range,sighting_dates,number,sighting_distinct_dates,sites,Season_End,Hectares_Occupied_Start,Hectares_Occupied_End,Drought_Events,Flood_Events,Freeze_Events,Severe_Storm_Events ,Tropical_Cyclone_Events,Wildfire_Events,Winter_Storm_Events,Tons_Used
10,2020,Monarch (OTHER Observations),25+_TO_30,7,35,7,5,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch (OTHER Observations),30+_TO_35,18,182,11,17,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch (OTHER Observations),35+_TO_40,37,77,17,32,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch (OTHER Observations),45+_TO_50,1,1,1,1,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch (OTHER Observations),4O+_TO_45,10,10,7,10,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,20+_TO_25,6,204,4,6,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,20_OR_LESS,12,37,8,11,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,25+_TO_30,135,1059,30,82,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,30+_TO_35,727,4004,31,490,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,35+_TO_40,948,3539,31,562,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,45+_TO_50,18,20,8,15,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,4O+_TO_45,581,1176,29,470,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Adult Sighted,5O+_OR_GREATER,1,1,1,1,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Egg Sighted,25+_TO_30,4,31,4,4,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Egg Sighted,30+_TO_35,30,351,21,21,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Egg Sighted,35+_TO_40,8,59,6,7,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Egg Sighted,4O+_TO_45,1,1,1,1,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Fall Roost,20+_TO_25,2,2050,2,2,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Fall Roost,20_OR_LESS,1,1000,1,1,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Fall Roost,25+_TO_30,41,11376,22,34,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Fall Roost,30+_TO_35,48,185069,12,36,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Fall Roost,35+_TO_40,5,7530,5,3,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Fall Roost,4O+_TO_45,9,1239,8,5,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Larva (FIRST sighted),35+_TO_40,1,4,1,1,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Larva Sighted,25+_TO_30,20,129,15,18,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Larva Sighted,30+_TO_35,50,283,23,41,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Larva Sighted,35+_TO_40,64,336,23,54,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch Larva Sighted,4O+_TO_45,29,81,15,24,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch PEAK Migration,20+_TO_25,5,2031,4,5,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch PEAK Migration,20_OR_LESS,2,53,2,2,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch PEAK Migration,25+_TO_30,21,6590,11,17,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch PEAK Migration,30+_TO_35,18,5494,11,17,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch PEAK Migration,35+_TO_40,35,18028,20,25,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,Monarch PEAK Migration,4O+_TO_45,14,1169,6,12,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,"Monarch, Captive-Reared",25+_TO_30,19,56,15,11,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,"Monarch, Captive-Reared",30+_TO_35,47,491,21,28,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,"Monarch, Captive-Reared",35+_TO_40,151,1040,28,71,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,"Monarch, Captive-Reared",45+_TO_50,3,12,2,2,2021,2.83,2.1,1,0,0,13,7,1,0,407779
10,2020,"Monarch, Captive-Reared",4O+_TO_45,76,708,25,51,2021,2.83,2.1,1,0,0,13,7,1,0,407779
11,1997,Monarch Adult Sighted,25+_TO_30,4,4,4,2,1998,18.19,5.77,0,2,0,1,0,0,0,434541
11,1997,Monarch Adult Sighted,30+_TO_35,7,7,6,4,1998,18.19,5.77,0,2,0,1,0,0,0,434541
11,1997,Monarch Adult Sighted,35+_TO_40,6,6,6,3,1998,18.19,5.77,0,2,0,1,0,0,0,434541
11,1997,Monarch Adult Sighted,4O+_TO_45,2,2,2,2,1998,18.19,5.77,0,2,0,1,0,0,0,434541
11,1998,Monarch Adult (FIRST sighted),35+_TO_40,1,1,1,1,1999,5.77,5.56,1,1,1,3,3,0,1,424562
11,1998,Monarch Adult Sighted,25+_TO_30,6,6,6,4,1999,5.77,5.56,1,1,1,3,3,0,1,424562
11,1998,Monarch Adult Sighted,30+_TO_35,6,6,5,6,1999,5.77,5.56,1,1,1,3,3,0,1,424562
11,1998,Monarch Adult Sighted,35+_TO_40,3,3,2,3,1999,5.77,5.56,1,1,1,3,3,0,1,424562
11,1998,Monarch Adult Sighted,4O+_TO_45,7,7,6,2,1999,5.77,5.56,1,1,1,3,3,0,1,424562
11,1999,Monarch (OTHER Observations),25+_TO_30,4,4,4,3,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch (OTHER Observations),30+_TO_35,5,5,3,5,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch (OTHER Observations),35+_TO_40,3,3,3,2,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch (OTHER Observations),45+_TO_50,1,1,1,1,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch (OTHER Observations),4O+_TO_45,1,1,1,1,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch Adult (FIRST sighted),25+_TO_30,1,1,1,1,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch Adult (FIRST sighted),4O+_TO_45,1,1,1,1,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch Adult Sighted,25+_TO_30,1,1,1,1,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch Adult Sighted,30+_TO_35,1,1,1,1,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,1999,Monarch Adult Sighted,35+_TO_40,5,5,4,4,2000,5.56,9.05,1,0,0,1,1,0,2,433634
11,2000,Monarch (OTHER Observations),25+_TO_30,1,1,1,1,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2000,Monarch (OTHER Observations),35+_TO_40,1,1,1,1,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2000,Monarch Adult (FIRST sighted),25+_TO_30,2,2,2,2,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2000,Monarch Adult (FIRST sighted),30+_TO_35,3,3,3,3,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2000,Monarch Adult (FIRST sighted),35+_TO_40,4,4,4,4,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2000,Monarch Adult Sighted,25+_TO_30,1,1,1,1,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2000,Monarch Adult Sighted,30+_TO_35,1,1,1,1,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2000,Monarch Adult Sighted,4O+_TO_45,4,4,2,4,2001,9.05,2.83,1,1,0,1,0,1,1,430005
11,2001,Monarch (OTHER Observations),25+_TO_30,2,2,2,2,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2001,Monarch (OTHER Observations),30+_TO_35,3,3,3,2,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2001,Monarch (OTHER Observations),35+_TO_40,2,2,2,2,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2001,Monarch (OTHER Observations),4O+_TO_45,1,1,1,1,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2001,Monarch Adult (FIRST sighted),25+_TO_30,3,3,3,2,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2001,Monarch Adult (FIRST sighted),30+_TO_35,3,3,3,3,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2001,Monarch Adult (FIRST sighted),35+_TO_40,5,5,4,4,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2001,Monarch PEAK Migration,25+_TO_30,2,2,2,1,2002,2.83,9.36,0,0,0,1,1,0,0,411408
11,2002,Monarch (OTHER Observations),20_OR_LESS,1,1,1,1,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch (OTHER Observations),25+_TO_30,5,5,5,3,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch (OTHER Observations),30+_TO_35,3,3,3,3,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch (OTHER Observations),35+_TO_40,1,1,1,1,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch Adult (FIRST sighted),25+_TO_30,7,7,5,4,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch Adult (FIRST sighted),30+_TO_35,3,3,3,3,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch Adult (FIRST sighted),35+_TO_40,1,1,1,1,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch Adult (FIRST sighted),4O+_TO_45,2,2,1,1,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch Fall Roost,25+_TO_30,1,1,1,1,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2002,Monarch Fall Roost,30+_TO_35,1,1,1,1,2003,9.36,7.54,1,0,0,2,2,1,0,416851
11,2003,Monarch (OTHER Observations),25+_TO_30,3,3,3,3,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch (OTHER Observations),30+_TO_35,6,6,3,3,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch (OTHER Observations),35+_TO_40,6,6,5,5,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch (OTHER Observations),4O+_TO_45,2,2,2,2,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch Adult (FIRST sighted),20+_TO_25,1,1,1,1,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch Adult (FIRST sighted),25+_TO_30,16,16,10,9,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch Adult (FIRST sighted),30+_TO_35,30,30,10,15,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch Adult (FIRST sighted),35+_TO_40,11,11,7,7,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch Adult (FIRST sighted),4O+_TO_45,3,3,2,3,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch Fall Roost,25+_TO_30,1,5,1,1,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch PEAK Migration,20+_TO_25,1,1,1,1,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch PEAK Migration,30+_TO_35,1,1,1,1,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2003,Monarch PEAK Migration,35+_TO_40,1,1,1,1,2004,7.54,11.12,1,0,0,4,1,1,0,417758
11,2004,Monarch (OTHER Observations),30+_TO_35,7,7,6,6,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2004,Monarch (OTHER Observations),35+_TO_40,1,1,1,1,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2004,Monarch (OTHER Observations),5O+_OR_GREATER,1,1,1,1,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2004,Monarch Adult (FIRST sighted),25+_TO_30,23,23,17,7,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2004,Monarch Adult (FIRST sighted),30+_TO_35,20,20,11,17,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2004,Monarch Adult (FIRST sighted),35+_TO_40,4,4,3,2,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2004,Monarch Adult (FIRST sighted),4O+_TO_45,2,2,2,2,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2004,Monarch Fall Roost,30+_TO_35,2,2,2,2,2005,11.12,2.19,0,0,0,1,4,0,0,425016
11,2005,Monarch (OTHER Observations),25+_TO_30,2,2,2,1,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch (OTHER Observations),30+_TO_35,2,2,2,2,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch (OTHER Observations),35+_TO_40,7,7,7,3,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch (OTHER Observations),4O+_TO_45,3,3,2,2,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch Adult (FIRST sighted),20+_TO_25,1,1,1,1,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch Adult (FIRST sighted),20_OR_LESS,1,1,1,1,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch Adult (FIRST sighted),25+_TO_30,11,11,10,4,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch Adult (FIRST sighted),30+_TO_35,8,8,7,6,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch Adult (FIRST sighted),35+_TO_40,10,10,6,9,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch Adult (FIRST sighted),4O+_TO_45,5,5,3,5,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch Fall Roost,25+_TO_30,1,1,1,1,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch PEAK Migration,20+_TO_25,1,1,1,1,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch PEAK Migration,20_OR_LESS,1,1,1,1,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2005,Monarch PEAK Migration,25+_TO_30,2,2,2,2,2006,2.19,5.91,1,0,0,1,4,0,0,388275
11,2006,Monarch (OTHER Observations),25+_TO_30,3,3,3,3,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch (OTHER Observations),30+_TO_35,8,8,8,7,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch (OTHER Observations),35+_TO_40,5,5,5,4,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch (OTHER Observations),4O+_TO_45,1,1,1,1,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Adult (FIRST sighted),20+_TO_25,3,3,3,2,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Adult (FIRST sighted),25+_TO_30,6,6,6,4,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Adult (FIRST sighted),30+_TO_35,6,6,4,6,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Adult (FIRST sighted),35+_TO_40,4,4,4,4,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Adult (FIRST sighted),4O+_TO_45,2,2,2,1,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Adult Sighted,35+_TO_40,1,1,1,1,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Fall Roost,20+_TO_25,3,3,3,2,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch Fall Roost,25+_TO_30,1,1,1,1,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch PEAK Migration,20+_TO_25,5,5,3,3,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2006,Monarch PEAK Migration,25+_TO_30,3,3,2,2,2007,5.91,6.87,1,1,0,4,0,1,0,392811
11,2007,Monarch (OTHER Observations),25+_TO_30,11,11,7,8,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch (OTHER Observations),30+_TO_35,5,5,4,5,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch (OTHER Observations),35+_TO_40,3,3,3,3,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch (OTHER Observations),4O+_TO_45,2,2,1,2,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch Adult (FIRST sighted),25+_TO_30,6,6,5,5,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch Adult (FIRST sighted),30+_TO_35,2,2,2,2,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch Adult (FIRST sighted),35+_TO_40,9,9,7,6,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch Adult (FIRST sighted),4O+_TO_45,1,1,1,1,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch Larva (FIRST sighted),30+_TO_35,1,1,1,1,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2007,Monarch PEAK Migration,25+_TO_30,1,1,1,1,2008,6.87,4.61,1,0,2,1,0,1,0,400068
11,2008,Monarch (OTHER Observations),20_OR_LESS,1,1,1,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch (OTHER Observations),25+_TO_30,7,7,7,5,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch (OTHER Observations),30+_TO_35,11,11,10,10,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch (OTHER Observations),35+_TO_40,4,4,4,4,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch (OTHER Observations),45+_TO_50,1,1,1,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch (OTHER Observations),4O+_TO_45,2,2,2,2,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Adult (FIRST sighted),20+_TO_25,2,2,2,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Adult (FIRST sighted),25+_TO_30,7,7,5,6,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Adult (FIRST sighted),30+_TO_35,17,17,12,13,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Adult (FIRST sighted),35+_TO_40,3,3,3,3,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Adult (FIRST sighted),4O+_TO_45,3,3,2,3,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Adult Sighted,35+_TO_40,1,1,1,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Adult Sighted,4O+_TO_45,3,11,1,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Fall Roost,20+_TO_25,2,2001,2,2,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Fall Roost,25+_TO_30,1,1,1,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch Fall Roost,30+_TO_35,1,2000,1,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch PEAK Migration,20+_TO_25,1,1,1,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2008,Monarch PEAK Migration,20_OR_LESS,2,2,2,1,2009,4.61,3.06,1,1,0,6,3,1,0,379203
11,2009,Monarch (OTHER Observations),25+_TO_30,5,5,4,4,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch (OTHER Observations),30+_TO_35,10,10,8,10,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch (OTHER Observations),35+_TO_40,2,2,2,2,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch (OTHER Observations),4O+_TO_45,2,2,1,2,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult (FIRST sighted),20+_TO_25,1,1,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult (FIRST sighted),20_OR_LESS,1,1,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult (FIRST sighted),25+_TO_30,48,48,20,18,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult (FIRST sighted),30+_TO_35,47,47,17,34,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult (FIRST sighted),35+_TO_40,21,21,10,16,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult (FIRST sighted),4O+_TO_45,14,14,7,13,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult Sighted,25+_TO_30,4,4,4,2,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Adult Sighted,35+_TO_40,2,2,1,2,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Fall Roost,20+_TO_25,1,200,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Fall Roost,20_OR_LESS,2,200000,1,2,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Fall Roost,25+_TO_30,1,1000,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Fall Roost,30+_TO_35,1,100,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch Fall Roost,35+_TO_40,1,200,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch PEAK Migration,20+_TO_25,1,1,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch PEAK Migration,25+_TO_30,2,2,2,2,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch PEAK Migration,30+_TO_35,3,3,3,3,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2009,Monarch PEAK Migration,4O+_TO_45,1,1,1,1,2010,3.06,1.92,1,0,0,6,0,1,0,358338
11,2010,Monarch (OTHER Observations),25+_TO_30,3,3,3,3,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch (OTHER Observations),30+_TO_35,6,6,5,5,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch (OTHER Observations),35+_TO_40,2,2,2,2,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch (OTHER Observations),45+_TO_50,1,1,1,1,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch (OTHER Observations),4O+_TO_45,6,6,4,6,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Adult (FIRST sighted),35+_TO_40,1,1,1,1,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Adult Sighted,20+_TO_25,3,3,3,2,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Adult Sighted,20_OR_LESS,1,1,1,1,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Adult Sighted,25+_TO_30,41,43,22,30,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Adult Sighted,30+_TO_35,62,62,22,44,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Adult Sighted,35+_TO_40,11,11,8,9,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Adult Sighted,4O+_TO_45,14,14,11,14,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Fall Roost,20+_TO_25,2,2200,2,2,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Fall Roost,25+_TO_30,5,1203,4,3,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch Fall Roost,30+_TO_35,4,598,3,3,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch PEAK Migration,20+_TO_25,2,2,2,2,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch PEAK Migration,25+_TO_30,8,8,6,6,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2010,Monarch PEAK Migration,30+_TO_35,2,2,2,2,2011,1.92,4.02,0,2,0,4,0,0,1,374818
11,2011,Monarch (OTHER Observations),25+_TO_30,9,19,8,8,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch (OTHER Observations),30+_TO_35,12,13,6,9,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch (OTHER Observations),35+_TO_40,2,3,2,2,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch (OTHER Observations),4O+_TO_45,2,2,2,2,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch (OTHER Observations),5O+_OR_GREATER,1,1,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Adult Sighted,20+_TO_25,1,1,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Adult Sighted,20_OR_LESS,1,1,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Adult Sighted,25+_TO_30,100,427,29,43,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Adult Sighted,30+_TO_35,82,5358,25,60,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Adult Sighted,35+_TO_40,52,84,16,45,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Adult Sighted,45+_TO_50,1,1,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Adult Sighted,4O+_TO_45,52,165,11,48,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Fall Roost,25+_TO_30,2,115,2,2,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Fall Roost,30+_TO_35,3,2300,3,2,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch Fall Roost,35+_TO_40,2,8001,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch PEAK Migration,25+_TO_30,4,551,4,4,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2011,Monarch PEAK Migration,30+_TO_35,1,400,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
11,2012,Monarch (OTHER Observations),25+_TO_30,3,42,3,3,2013,2.89,1.19,1,0,0,7,2,1,0,407779
11,2012,Monarch (OTHER Observations),30+_TO_35,5,5,4,3,2013,2.89,1.19,1,0,0,7,2,1,0,407779
11,2012,Monarch (OTHER Observations),35+_TO_40,8,16,6,6,2013,2.89,1.19,1,0,0,7,2,1,0,407779
11,2012,Monarch (OTHER Observations),4O+_TO_45,4,4,4,4,2013,2.89,1.19,1,0,0,7,2,1,0,407779
